benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",1,0,48,375.9661336807777,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",2,48,97,367.5658879798611,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",3,97,160,414.5307659910631,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",4,160,172,46.5484019234679,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",5,172,196,119.22976946644707,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",6,196,213,123.4778858941308,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",7,213,261,409.0481857231234,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",8,261,271,87.49541683150862,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",9,271,291,134.90353598956682,4685.855570161173,0.04434554099861998,1,8,40.0
M4,Other,Q23661,AIC,"[48, 97, 160, 172, 196, 213, 261, 271, 291, 312, 346, 391, 426, 481, 491, 503, 515, 527, 538, 562, 574, 586, 598, 610, 621, 639, 671, 701]",10,291,312,125.41492513562072,4685.855570161173,0.04434554099861998,1,8,40.0
